ID,amount,Interest_rate_spread,loan_limit,loan_purpose,property_value,income,Gender,business_or_commercial,default
115017,376500,0.7281,cf,p1,398000,5880,Non-binary,nob/c,0
27422,436500,0.4367,cf,p1,548000,15480,Female,nob/c,0
120303,396500,0.4701,cf,no info,998000,14880,Male,nob/c,0
72396,246500,,cf,p1,248000,5460,Non-binary,b/c,1
36853,496500,0.5568,cf,no info,578000,,Female,b/c,0
141968,386500,-0.5467,cf,no info,378000,,Male,nob/c,0
157583,136500,0.602,cf,p1,178000,14040,Non-binary,nob/c,0
118550,256500,0.1179,cf,p3,508000,5340,Non-binary,nob/c,0
157484,146500,0.358,cf,no info,228000,6840,Non-binary,nob/c,0
168640,166500,,cf,p3,258000,2640,Male,b/c,1
118573,286500,0.6878,cf,p3,358000,7200,Sex Not Available,b/c,0
167320,736500,1.1018,ncf,p3,868000,8640,Male,b/c,0
118877,106500,0.887,cf,no info,188000,3660,Sex Not Available,nob/c,0
154157,156500,,cf,p3,308000,2880,Sex Not Available,nob/c,1
49596,356500,-0.202,cf,p3,408000,6720,Non-binary,nob/c,0
81658,246500,0.754,cf,p3,358000,2400,Sex Not Available,nob/c,0
30742,126500,,cf,p3,158000,2160,Sex Not Available,nob/c,1
94543,506500,0.4543,cf,no info,518000,,Male,b/c,0
135439,426500,0.5224,cf,p3,538000,7200,Non-binary,nob/c,0
85127,96500,0.6474,cf,p1,118000,2160,Sex Not Available,nob/c,0
154032,686500,0.0344,cf,no info,858000,6780,Female,nob/c,0
76833,216500,1.3283,cf,p3,398000,4500,Female,b/c,0
26039,226500,1.07,cf,p3,288000,5760,Sex Not Available,nob/c,0
172378,136500,0.6306,cf,no info,268000,5820,Non-binary,nob/c,0
85829,406500,-0.2395,cf,no info,1758000,20580,Non-binary,nob/c,0
58573,106500,0.662,cf,p3,748000,8100,Non-binary,nob/c,0
33257,726500,-0.3462,cf,no info,1578000,13800,Male,nob/c,0
120619,166500,0.7328,cf,p3,248000,7560,Sex Not Available,b/c,0
102048,476500,0.4669,cf,p1,498000,8160,Male,nob/c,0
121989,176500,0.7873,cf,p3,298000,8580,Non-binary,nob/c,0
87716,336500,-0.1077,cf,no info,968000,5280,Non-binary,nob/c,0
128910,416500,0.6745,cf,p1,438000,12660,Non-binary,nob/c,0
71712,516500,0.0114,cf,no info,648000,9300,Male,nob/c,0
149140,536500,0.0808,cf,no info,678000,8700,Male,nob/c,0
46786,506500,0.212,cf,no info,958000,11460,Male,nob/c,0
150734,676500,0.0551,cf,no info,978000,10980,Non-binary,nob/c,0
46146,156500,1.2492,cf,p3,208000,10560,Sex Not Available,b/c,0
67076,276500,,cf,p1,278000,3600,Non-binary,b/c,1
79162,176500,,cf,no info,318000,4800,Male,nob/c,1
47062,236500,-0.3035,cf,p3,508000,3360,Male,nob/c,0
110126,206500,0.5164,cf,no info,258000,6660,Sex Not Available,nob/c,0
117878,146500,,cf,no info,168000,2820,Male,nob/c,1
32747,196500,1.4767,cf,p1,248000,4200,Non-binary,nob/c,0
137905,906500,,ncf,p3,,15060,Female,nob/c,1
121386,316500,0.2478,cf,p3,578000,3480,Female,nob/c,0
49154,146500,1.018,cf,p3,188000,1620,Sex Not Available,b/c,0
128129,276500,0.5949,cf,no info,298000,10560,Non-binary,nob/c,0
42680,646500,0.492,cf,no info,728000,7020,Male,nob/c,0
168602,216500,,cf,no info,238000,4560,Male,nob/c,1
66377,326500,0.5985,cf,p3,408000,5340,Female,nob/c,0
31462,376500,0.4363,,p3,548000,5880,Non-binary,nob/c,0
134530,176500,0.395,cf,p3,308000,2940,Male,nob/c,0
88232,186500,1.0692,cf,p3,248000,2640,Sex Not Available,b/c,0
79542,256500,0.3922,cf,p3,378000,4320,Sex Not Available,nob/c,0
75711,256500,1.0187,cf,no info,258000,,Sex Not Available,b/c,0
73838,326500,0.4142,cf,p1,338000,3900,Male,nob/c,0
172866,316500,0.5566,cf,p1,348000,9240,Non-binary,nob/c,0
135046,1336500,0.3081,ncf,p1,1668000,18420,Non-binary,nob/c,0
79485,566500,1.0385,cf,p3,828000,12420,Sex Not Available,nob/c,0
26280,566500,,ncf,p1,,22680,Male,nob/c,1
113340,476500,-0.1449,cf,no info,508000,,Sex Not Available,nob/c,0
170057,496500,0.277,cf,no info,628000,14820,Non-binary,nob/c,0
109356,356500,0.5622,cf,no info,368000,,Male,b/c,0
54429,146500,-0.1029,cf,no info,778000,3180,Female,nob/c,0
163305,306500,0.105,cf,p3,578000,14220,Non-binary,nob/c,0
45971,156500,,cf,p3,278000,3060,Sex Not Available,nob/c,1
164169,696500,1.6439,cf,no info,718000,,Non-binary,b/c,0
67816,326500,0.0652,cf,p3,608000,4620,Non-binary,nob/c,0
102987,216500,0.1091,cf,no info,858000,15300,Non-binary,nob/c,0
135655,286500,0.3214,cf,no info,338000,4140,Male,nob/c,0
59226,486500,0.1388,cf,p3,568000,9480,Non-binary,nob/c,0
129747,256500,1.5785,cf,p1,258000,2760,Non-binary,b/c,0
124709,526500,0.2492,cf,no info,698000,10920,Non-binary,nob/c,0
45409,106500,1.584,cf,p3,128000,3240,Male,b/c,0
107218,476500,0.4575,cf,p3,698000,4740,Non-binary,nob/c,0
73559,136500,0.4902,cf,no info,258000,2940,Sex Not Available,nob/c,0
131021,106500,,cf,p3,68000,4380,Sex Not Available,b/c,1
170060,256500,0.1142,cf,p3,538000,2940,Male,nob/c,0
90092,216500,0.4596,cf,p3,288000,4200,Sex Not Available,nob/c,0
92344,146500,,cf,p3,168000,2100,Sex Not Available,nob/c,1
81000,406500,,cf,no info,458000,4440,Sex Not Available,nob/c,1
112254,436500,-0.013,cf,p3,788000,5880,Male,nob/c,0
142336,126500,0.7939,cf,p1,128000,2100,Non-binary,nob/c,0
58879,216500,0.1159,cf,p3,318000,1740,Sex Not Available,nob/c,0
144069,106500,1.0133,cf,p3,218000,2160,Female,nob/c,0
32657,166500,,cf,no info,238000,13320,Male,nob/c,1
53883,156500,1.2632,cf,p3,198000,5520,Non-binary,nob/c,0
118146,396500,,cf,p1,368000,6060,Non-binary,nob/c,1
82789,316500,,ncf,p3,,2940,Non-binary,nob/c,1
173326,306500,,cf,p3,,3000,Non-binary,nob/c,1
76641,726500,-0.0514,cf,p1,1018000,19620,Male,nob/c,0
32500,336500,0.4912,cf,no info,448000,5520,Non-binary,nob/c,0
95592,266500,-0.0346,ncf,p3,1358000,3660,Female,nob/c,0
66990,266500,0.0517,cf,p1,338000,6060,Non-binary,nob/c,0
157381,386500,0.4248,cf,no info,598000,8400,Non-binary,nob/c,0
60278,116500,0.6031,cf,p3,148000,1260,Male,nob/c,0
163517,326500,0.2458,ncf,p1,418000,4500,Male,nob/c,0
162683,166500,0.3013,cf,p1,178000,2820,Male,nob/c,0
77021,496500,-0.3426,cf,no info,508000,,Sex Not Available,nob/c,0
152677,206500,0.2736,cf,no info,278000,10620,Non-binary,nob/c,0
43042,206500,,cf,p1,,10500,Non-binary,nob/c,1
166149,426500,-0.1108,cf,no info,708000,6180,Non-binary,nob/c,0
76092,286500,0.0304,cf,p1,308000,2760,Female,nob/c,0
139615,206500,0.0504,cf,p3,238000,4440,Female,nob/c,0
31641,306500,-0.081,cf,p1,378000,7080,Non-binary,nob/c,0
102059,196500,0.1959,cf,no info,318000,4020,Female,nob/c,0
120622,356500,0.6314,cf,no info,488000,5100,Sex Not Available,nob/c,0
56257,506500,0.363,cf,no info,668000,9660,Non-binary,nob/c,0
166958,336500,0.766,cf,p1,418000,9600,Non-binary,nob/c,0
39196,486500,1.4614,cf,p3,658000,10560,Non-binary,nob/c,0
133146,486500,1.1185,cf,p2,658000,6240,Male,nob/c,0
131959,356500,0.812,cf,p3,538000,6480,Sex Not Available,nob/c,0
56618,226500,1.0474,cf,p3,308000,6180,Non-binary,nob/c,0
90799,206500,1.3742,cf,no info,278000,,Sex Not Available,b/c,0
153112,216500,1.082,cf,p3,298000,3060,Female,nob/c,0
40538,476500,-0.4263,cf,no info,778000,5220,Male,nob/c,0
140044,376500,-0.2181,cf,no info,658000,3120,Sex Not Available,nob/c,0
32112,346500,,cf,p3,358000,4800,Sex Not Available,nob/c,1
90341,206500,,cf,p1,228000,1440,Sex Not Available,nob/c,1
162077,436500,-0.2197,cf,p1,458000,4680,Male,nob/c,0
163588,246500,0.3476,cf,p3,368000,3480,Female,nob/c,0
32934,256500,0.2783,cf,p1,468000,8220,Female,nob/c,0
95425,266500,0.0933,cf,p3,378000,3360,Sex Not Available,nob/c,0
132009,256500,,cf,no info,,10740,Male,nob/c,1
142244,186500,1.4892,cf,p3,248000,6060,Female,nob/c,0
143279,116500,0.6915,cf,p1,148000,2040,Female,nob/c,0
104545,236500,,cf,p1,248000,5700,Male,b/c,1
138620,486500,0.0991,cf,p1,518000,8400,Female,nob/c,0
162061,176500,,cf,p3,228000,1620,Female,nob/c,1
152995,266500,0.1545,cf,p3,668000,8400,Non-binary,nob/c,0
171265,176500,0.2961,cf,p3,458000,2940,Sex Not Available,nob/c,0
167735,136500,0.8329,cf,p3,688000,4320,Female,nob/c,0
76075,156500,1.0546,ncf,p3,188000,4200,Sex Not Available,nob/c,0
32930,526500,,cf,no info,,7620,Male,nob/c,1
110166,236500,0.1598,cf,p3,248000,3360,Non-binary,nob/c,0
43405,606500,-0.222,cf,no info,698000,,Non-binary,nob/c,0
148842,356500,-0.5069,cf,no info,568000,8400,Female,nob/c,0
34339,106500,,cf,p1,378000,3720,Male,nob/c,1
122768,606500,0.7058,cf,p1,758000,6900,Male,nob/c,0
26650,536500,0.0364,cf,p1,788000,10560,Male,nob/c,0
149251,176500,,cf,p3,208000,2940,Sex Not Available,b/c,1
132574,676500,1.1194,ncf,p3,908000,31140,Sex Not Available,nob/c,0
105367,166500,0.9553,cf,p3,208000,3480,Male,nob/c,0
99852,96500,0.9262,cf,p3,178000,4200,Male,nob/c,0
106721,676500,-0.128,cf,no info,1028000,16920,Non-binary,nob/c,0
59195,166500,0.5007,cf,p1,228000,4800,Male,nob/c,0
72368,376500,0.476,cf,no info,568000,6660,Male,nob/c,0
165940,396500,,cf,no info,378000,4740,Male,b/c,1
33994,296500,,cf,no info,588000,3900,Male,nob/c,1
68639,126500,,cf,no info,178000,3600,Non-binary,b/c,1
107007,356500,1.4302,cf,p3,448000,6780,Male,nob/c,0
31534,506500,0.1757,cf,no info,738000,5100,Non-binary,nob/c,0
166400,486500,0.1401,cf,p1,998000,5760,Male,nob/c,0
140635,206500,0.0163,cf,p3,428000,2160,Male,nob/c,0
25856,406500,0.1502,cf,p1,428000,9600,Sex Not Available,nob/c,0
142875,226500,-0.4953,cf,p1,228000,3600,Non-binary,nob/c,0
64691,486500,-0.2597,cf,p3,1428000,8880,Non-binary,nob/c,0
157306,356500,0.46,cf,no info,598000,8520,Non-binary,nob/c,0
48986,566500,,cf,no info,708000,5520,Sex Not Available,nob/c,1
41342,356500,0.2799,cf,p3,608000,3780,Male,nob/c,0
150157,276500,,cf,no info,,23700,Male,nob/c,1
138730,416500,-0.0843,cf,p3,638000,6720,Male,nob/c,0
169024,326500,0.0127,cf,p3,438000,15780,Male,nob/c,0
53362,406500,0.406,cf,no info,488000,4200,Female,nob/c,0
158917,276500,,cf,no info,258000,,Non-binary,nob/c,1
146865,406500,0.1467,cf,p1,428000,7620,Sex Not Available,nob/c,0
128438,346500,,cf,p1,,6120,Non-binary,b/c,1
122296,326500,0.4324,cf,no info,468000,6900,Non-binary,nob/c,0
142906,296500,0.3008,cf,p3,398000,4320,Female,nob/c,0
63867,276500,1.2965,cf,p3,318000,12060,Male,b/c,0
81448,456500,-0.243,cf,p1,758000,4620,Non-binary,nob/c,0
163106,266500,0.3193,cf,no info,338000,3180,Female,nob/c,0
153496,256500,,cf,p3,268000,2400,Non-binary,nob/c,1
120794,126500,,cf,no info,668000,1740,Male,nob/c,1
31094,236500,0.8775,cf,no info,268000,,Male,b/c,0
40935,256500,,ncf,p1,268000,5580,Non-binary,nob/c,1
91224,506500,,cf,no info,,8220,Non-binary,nob/c,1
70245,156500,0.5342,cf,no info,168000,5400,Sex Not Available,nob/c,0
41097,56500,1.042,cf,p3,798000,9360,Non-binary,nob/c,0
137226,286500,-0.2078,cf,p3,688000,6240,Male,nob/c,0
159655,286500,0.4365,cf,p1,328000,9300,Non-binary,nob/c,0
40520,316500,0.7064,cf,p1,348000,9480,Female,nob/c,0
142843,566500,,cf,no info,,16260,Non-binary,nob/c,1
91045,1146500,-0.4117,ncf,p1,2048000,26580,Sex Not Available,nob/c,0
99594,426500,0.3519,cf,p3,528000,9480,Sex Not Available,nob/c,0
117585,356500,,cf,no info,,0,Male,b/c,1
65281,386500,0.212,ncf,p3,1108000,14040,Non-binary,nob/c,0
98272,646500,0.0958,cf,no info,1048000,7380,Male,nob/c,0
31946,516500,1.2625,cf,no info,528000,,Sex Not Available,b/c,0
116558,296500,,cf,p3,398000,3600,Sex Not Available,nob/c,1
161449,66500,1.5644,cf,p1,68000,1620,Male,b/c,0
66043,206500,0.1622,cf,p3,278000,8520,Sex Not Available,nob/c,0
132855,76500,0.3695,ncf,p1,388000,9540,Non-binary,nob/c,0
112858,306500,0.5919,cf,p1,328000,7860,Female,nob/c,0
69554,466500,0.4468,cf,no info,788000,9720,Female,nob/c,0
83057,216500,0.3222,cf,no info,448000,10920,Male,nob/c,0
145230,276500,-0.0381,cf,p3,308000,4740,Non-binary,nob/c,0
48772,216500,0.1869,cf,no info,298000,4260,Non-binary,nob/c,0
120970,156500,0.8772,cf,p3,208000,1980,Sex Not Available,b/c,0
116074,226500,-0.0952,cf,p1,238000,2940,Sex Not Available,nob/c,0
36302,516500,-0.558,cf,p1,518000,7860,Non-binary,nob/c,0
140808,276500,0.4102,cf,p1,278000,7800,Non-binary,b/c,0
59686,296500,0.3171,cf,p1,488000,3240,Female,nob/c,0
83363,286500,,cf,no info,348000,4500,Male,nob/c,1
116709,416500,0.2986,cf,p3,608000,5940,Non-binary,nob/c,0
65677,256500,0.4532,cf,p3,488000,5220,Female,nob/c,0
80596,316500,,cf,no info,,3960,Sex Not Available,nob/c,1
116022,436500,0.2887,cf,p1,498000,7320,Non-binary,nob/c,0
72690,936500,,ncf,p1,1178000,8580,Non-binary,nob/c,1
113508,206500,-0.0175,cf,p1,308000,3420,Female,nob/c,0
78021,106500,0.4824,cf,p1,148000,1260,Female,nob/c,0
28032,396500,0.362,cf,no info,998000,6540,Male,nob/c,0
136428,266500,1.1673,cf,p3,418000,4200,Female,nob/c,0
54271,616500,-0.189,cf,no info,1608000,10500,Male,nob/c,0
101354,386500,0.0784,cf,no info,408000,,Male,nob/c,0
83848,246500,0.9848,,p1,258000,6420,Non-binary,nob/c,0
137599,246500,-0.1422,cf,p3,358000,8160,Non-binary,nob/c,0
131061,986500,,ncf,p1,,15600,Non-binary,nob/c,1
86572,156500,,cf,p1,,14700,Non-binary,nob/c,1
124899,246500,0.0937,cf,p3,308000,2760,Female,b/c,0
162521,476500,-0.6546,cf,no info,488000,,Non-binary,nob/c,0
142869,176500,0.5432,cf,no info,308000,1800,Sex Not Available,nob/c,0
65997,486500,1.4908,cf,p1,538000,15180,Female,nob/c,0
32575,286500,1.1275,cf,no info,588000,4860,Non-binary,nob/c,0
127208,356500,-0.044,cf,no info,448000,8040,Sex Not Available,nob/c,0
102387,156500,0.8007,cf,p3,218000,4860,Male,b/c,0
101667,236500,0.5827,cf,no info,498000,7560,Non-binary,nob/c,0
156513,196500,,cf,no info,218000,2640,Female,nob/c,1
87991,166500,-0.297,cf,no info,198000,,Sex Not Available,nob/c,0
117481,286500,0.3845,cf,p3,438000,5220,Non-binary,nob/c,0
34077,306500,,cf,no info,958000,16080,Male,nob/c,1
40051,486500,0.7318,cf,no info,518000,,Sex Not Available,b/c,0
46644,356500,-0.2668,cf,p3,558000,3900,Female,nob/c,0
31318,246500,-0.035,cf,p1,358000,24300,Non-binary,nob/c,0
45106,156500,-0.0144,cf,p3,178000,3300,Non-binary,nob/c,0
165829,306500,-0.0855,cf,no info,428000,3180,Male,nob/c,0
137511,186500,0.8352,cf,p3,258000,5640,Male,nob/c,0
115220,266500,0.077,,p3,338000,3120,Sex Not Available,nob/c,0
111253,336500,0.3446,cf,no info,408000,6600,Sex Not Available,nob/c,0
136469,446500,-0.0608,cf,p3,618000,5460,Male,nob/c,0
70602,176500,,cf,p1,188000,2100,Male,b/c,1
79579,486500,0.3278,cf,p1,528000,11160,Non-binary,nob/c,0
148129,166500,1.4154,cf,p3,238000,6060,Non-binary,nob/c,0
60333,356500,0.1915,cf,no info,898000,9960,Non-binary,nob/c,0
167681,366500,0.032,cf,no info,848000,13380,Non-binary,nob/c,0
121281,326500,0.3527,cf,p3,678000,4800,Female,nob/c,0
88809,326500,0.4261,cf,no info,548000,6600,Sex Not Available,nob/c,0
42685,586500,-0.4163,cf,no info,1048000,18540,Female,nob/c,0
150478,216500,-0.5771,cf,no info,228000,,Sex Not Available,nob/c,0
53752,356500,0.2218,cf,p1,378000,9840,Sex Not Available,nob/c,0
161262,106500,,cf,p3,128000,1260,Male,b/c,1
69712,306500,,cf,p1,318000,2040,Female,b/c,1
63836,516500,,cf,no info,598000,10020,Male,nob/c,1
131951,246500,0.5327,cf,p1,248000,4380,Non-binary,nob/c,0
51101,356500,0.4566,cf,p1,558000,11100,Non-binary,nob/c,0
40943,256500,0.4738,cf,p1,308000,4380,Male,nob/c,0
57258,316500,0.1419,,p1,398000,9000,Non-binary,nob/c,0
127582,256500,1.8649,cf,p1,268000,4980,Female,b/c,0
75631,486500,0.122,cf,no info,608000,6060,Non-binary,nob/c,0
141837,356500,,cf,p1,368000,8880,Female,b/c,1
44904,626500,0.743,cf,p3,888000,6900,Non-binary,nob/c,0
41830,396500,0.019,cf,p3,658000,4260,Male,nob/c,0
26646,306500,0.6121,cf,no info,348000,6120,Non-binary,nob/c,0
99554,256500,,cf,p1,368000,2640,Male,nob/c,1
109664,376500,1.1354,cf,no info,478000,7680,Sex Not Available,nob/c,0
50816,476500,0.5622,cf,no info,498000,,Non-binary,b/c,0
95149,366500,,cf,p1,,4860,Non-binary,nob/c,1
89617,396500,1.5496,cf,p1,398000,7920,Non-binary,b/c,0
91077,316500,0.3249,ncf,p1,328000,8100,Male,nob/c,0
170506,486500,0.808,cf,p1,648000,18720,Female,nob/c,0
88280,646500,-0.028,cf,no info,868000,7440,Female,nob/c,0
112418,166500,0.7619,cf,p1,178000,2220,Male,nob/c,0
47287,316500,-0.0641,cf,no info,528000,4440,Female,nob/c,0
69019,326500,0.616,cf,p1,368000,9000,Female,nob/c,0
101777,366500,-0.8071,cf,no info,688000,,Sex Not Available,nob/c,0
88601,206500,0.7907,cf,p3,218000,3780,Male,nob/c,0
57554,466500,0.4546,cf,p3,538000,5040,Non-binary,b/c,0
105587,306500,-0.0158,cf,no info,318000,4740,Male,nob/c,0
133184,96500,1.6169,cf,p1,98000,1560,Male,b/c,0
88700,576500,0.0094,cf,no info,678000,9480,Non-binary,nob/c,0
61861,306500,,cf,p3,,6600,Female,nob/c,1
29212,486500,0.2875,cf,no info,568000,,Female,b/c,0
171389,296500,0.1379,cf,no info,338000,4200,Non-binary,nob/c,0
109766,356500,,cf,no info,,5820,Male,nob/c,1
85810,286500,0.3536,cf,p3,478000,9000,Male,nob/c,0
156844,366500,-0.0616,cf,p3,658000,9300,Male,nob/c,0
35404,436500,-0.228,cf,no info,488000,,Non-binary,nob/c,0
63680,466500,0.7334,cf,no info,658000,18480,Sex Not Available,nob/c,0
173317,286500,,cf,p3,298000,7740,Female,b/c,1
135739,156500,0.9111,cf,p3,248000,2160,Female,nob/c,0
90962,336500,0.1138,cf,no info,528000,5940,Female,nob/c,0
120160,336500,-0.3385,cf,no info,368000,4560,Female,nob/c,0
30714,386500,,cf,p3,488000,4440,Non-binary,nob/c,1
76274,666500,0.1942,ncf,no info,988000,11400,Male,nob/c,0
60041,206500,,cf,p3,328000,6540,Male,nob/c,1
129239,496500,0.3744,cf,no info,588000,5880,Female,nob/c,0
135169,376500,-0.0891,cf,no info,508000,5100,Male,nob/c,0
33762,136500,0.715,cf,p3,258000,2940,Sex Not Available,nob/c,0
127754,176500,1.409,ncf,p3,238000,6780,Sex Not Available,nob/c,0
27544,476500,-0.3379,cf,p3,978000,8640,Male,nob/c,0
53743,236500,0.6762,cf,no info,268000,3120,Female,b/c,0
134748,286500,1.2505,cf,p3,658000,3420,Sex Not Available,nob/c,0
130473,456500,0.1384,cf,no info,748000,5820,Non-binary,nob/c,0
100368,116500,0.3801,cf,p3,188000,2520,Male,nob/c,0
87353,256500,1.2549,cf,p3,368000,9960,Sex Not Available,nob/c,0
50218,576500,-0.0588,cf,no info,868000,8940,Male,nob/c,0
59191,736500,-0.2101,ncf,p3,1208000,19980,Sex Not Available,nob/c,0
66570,576500,0.2373,cf,no info,648000,7740,Non-binary,nob/c,0
43418,366500,0.3451,cf,no info,418000,5040,Female,nob/c,0
51572,126500,,cf,p3,,2520,Female,nob/c,1
145373,456500,0.3099,cf,no info,608000,7800,Non-binary,nob/c,0
159290,576500,0.1736,cf,no info,768000,12240,Non-binary,nob/c,0
48523,256500,,cf,no info,328000,0,Male,nob/c,1
43816,396500,-0.0954,cf,no info,538000,6000,Male,nob/c,0
131972,566500,,cf,p1,,9120,Sex Not Available,nob/c,1
99322,546500,0.8883,cf,no info,558000,,Male,b/c,0
104097,286500,0.1388,cf,p3,438000,3960,Male,nob/c,0
80570,666500,1.4454,cf,p1,688000,9180,Sex Not Available,b/c,0
55620,556500,0.594,cf,p1,658000,17460,Non-binary,nob/c,0
89565,326500,0.0545,cf,p3,408000,7500,Male,nob/c,0
83267,36500,1.2077,cf,p1,58000,900,Female,nob/c,0
139927,216500,0.1307,cf,p3,368000,8700,Non-binary,nob/c,0
172320,256500,0.1692,cf,no info,308000,,Sex Not Available,b/c,0
165452,346500,-0.708,cf,no info,428000,,Male,nob/c,0
155170,636500,,cf,p1,,10860,Non-binary,nob/c,1
95851,276500,-0.6406,cf,no info,288000,,Sex Not Available,nob/c,0
128130,466500,-0.0943,cf,p3,478000,5940,Sex Not Available,nob/c,0
154107,136500,0.5037,cf,no info,158000,6120,Non-binary,nob/c,0
30238,396500,1.1839,cf,p3,508000,7680,Male,b/c,0
118421,486500,,cf,p1,,7500,Female,nob/c,1
123483,156500,1.0462,cf,p3,268000,4260,Female,nob/c,0
107806,406500,-0.2194,,no info,548000,4320,Female,nob/c,0
134211,676500,0.717,cf,no info,858000,14520,Female,nob/c,0
68545,336500,0.0841,cf,no info,468000,9780,Male,nob/c,0
85730,96500,0.9531,cf,no info,188000,2160,Male,nob/c,0
49165,306500,0.4571,cf,p3,458000,4200,Non-binary,b/c,0
50995,496500,-0.4962,cf,no info,868000,,Non-binary,nob/c,0
140693,396500,-0.2382,cf,no info,978000,12000,Sex Not Available,nob/c,0
40300,326500,,cf,no info,,8040,Non-binary,nob/c,1
97045,216500,-1.0037,cf,no info,398000,,Sex Not Available,nob/c,0
96661,196500,0.1714,cf,p3,238000,3300,Female,b/c,0
29756,486500,0.1566,cf,p1,468000,9960,Sex Not Available,nob/c,0
150928,516500,,cf,no info,,5760,Non-binary,nob/c,1
26238,216500,0.8004,cf,p3,298000,5880,Male,nob/c,0
154055,256500,1.9092,cf,p3,318000,5040,Sex Not Available,b/c,0
162463,436500,-0.102,cf,p3,1038000,16980,Non-binary,nob/c,0
55742,206500,0.3821,cf,p3,928000,3180,Male,nob/c,0
70856,416500,0.5182,cf,p3,958000,11880,Non-binary,nob/c,0
130664,286500,,cf,p1,,4920,Male,nob/c,1
81963,846500,0.3205,cf,p3,1128000,9960,Sex Not Available,nob/c,0
74407,386500,0.3984,cf,p1,408000,8580,Male,nob/c,0
32286,156500,0.377,cf,p3,338000,3300,Male,nob/c,0
126120,636500,0.1592,cf,no info,988000,4320,Sex Not Available,nob/c,0
109052,276500,,cf,p3,468000,3780,Female,nob/c,1
38500,266500,0.1531,cf,p1,338000,3660,Female,nob/c,0
153513,326500,0.1849,cf,p3,538000,5640,Sex Not Available,nob/c,0
81467,496500,0.4268,ncf,no info,588000,5340,Male,nob/c,0
51655,176500,0.4067,ncf,no info,458000,4380,Male,nob/c,0
172204,356500,0.7722,cf,no info,408000,,Female,b/c,0
160954,166500,0.5284,cf,p3,188000,1980,Sex Not Available,b/c,0
171770,746500,1.319,cf,no info,1078000,8400,Male,nob/c,0
91317,556500,0.0284,cf,p3,888000,13740,Non-binary,nob/c,0
55144,416500,,cf,no info,1008000,7920,Sex Not Available,nob/c,1
146579,126500,0.8807,cf,p3,298000,4020,Male,nob/c,0
61726,456500,,ncf,p1,,16800,Male,nob/c,1
71591,246500,0.2494,cf,no info,378000,7260,Female,nob/c,0
45587,346500,0.1445,cf,p1,388000,9660,Non-binary,nob/c,0
123540,106500,,ncf,p1,128000,3840,Non-binary,nob/c,1
48363,486500,,,p1,,9000,Male,nob/c,1
107150,346500,-0.0784,cf,no info,1388000,17460,Male,nob/c,0
26324,456500,-0.0594,cf,p3,708000,4860,Sex Not Available,nob/c,0
108941,406500,1.3077,cf,p3,528000,7860,Sex Not Available,nob/c,0
89318,56500,0.7896,cf,p1,98000,1560,Non-binary,nob/c,0
